Obs.Number,ID,Date,Rank,Age,Srv.Branch,Major.Cause.of.Death,Minor.Cause.of.Death,Where,Hometown,State,Country,Julian
224,224,6/12/2003,Specialist,25,U.S. Army,Non-hostile,drowning,Fallujah,Stockbridge,Georgia,US,15868
225,225,6/13/2003,Staff Sergeant,30,U.S. Army,Non-hostile,vehicle accident,Al Anbar Province,Naperville,Illinois,US,15869
226,226,6/15/2003,Private 1st Class,19,U.S. Marine,Non-hostile,weapon discharge (accid.),Najaf,Derby,Kansas,US,15871
227,228,6/16/2003,Private,25,U.S. Army,Hostile,hostile fire - sniper fire,Baghdad,Shelbyville,Indiana,US,15872
228,227,6/16/2003,Sergeant,24,U.S. Army,Non-hostile,suicide,Taji,Lufkin,Texas,US,15872
229,229,6/17/2003,Private,19,U.S. Army,Hostile,hostile fire - grenade,Baghdad,San Antonio,Texas,US,15873
230,230,6/17/2003,Sergeant,24,U.S. Army,Non-hostile,illness - pneumonia?,Kuwait,Apex,North Carolina,US,15873
231,231,6/18/2003,Private 1st Class,21,U.S. Army,Hostile,hostile fire - small arms fire,Baghdad,Nemo,South Dakota,US,15874
232,232,6/18/2003,Staff Sergeant,29,U.S. Army,Hostile,hostile fire,Walter Reed Medical Ctr.,Kingman,Arizona,US,15874
233,233,6/19/2003,Specialist,21,U.S. Army,Hostile,hostile fire - RPG attack,Iskandariyah,Santa Fe Springs,California,US,15875
234,234,6/22/2003,Sergeant,21,U.S. Army,Hostile,hostile fire - ambush,Baghdad,Allendale,South Carolina,US,15878
235,241,6/24/2003,Specialist,32,U.S. Army,Non-hostile,not reported,Baghdad,West Blocton,Alabama,US,15880
236,240,6/24/2003,Lance Corporal,20,British Army,Hostile,hostile fire,Majar al-Kabir,Bala,Wales,UK,15880
237,239,6/24/2003,Lance Corporal,23,British Army,Hostile,hostile fire,Majar al-Kabir,Northallerton,England,UK,15880
238,238,6/24/2003,Corporal,21,British Army,Hostile,hostile fire,Majar al-Kabir,"Wash,Tyne&Wear",England,UK,15880
239,237,6/24/2003,Corporal,24,British Army,Hostile,hostile fire,Majar al-Kabir,Colchester,England,UK,15880
240,236,6/24/2003,Corporal,30,British Army,Hostile,hostile fire,Majar al-Kabir,Swadlincote,England,UK,15880
241,235,6/24/2003,Sergeant,41,British Army,Hostile,hostile fire,Majar al-Kabir,Chessington,England,UK,15880
242,242,6/25/2003,Lance Corporal,29,U.S. Marine,Hostile,vehicle accident,Al Hillah,Washington,District of Columbia,US,15881
243,243,6/25/2003,Corporal,25,U.S. Army,Hostile,hostile fire,Baghdad,Huntsville,Alabama,US,15881
244,245,6/25/2003,Private 1st Class,27,U.S. Army,Hostile,hostile fire,Balad,Columbus,Ohio,US,15881
245,244,6/25/2003,Sergeant 1st Class,32,U.S. Army,Hostile,hostile fire,Balad,Linden,New Jersey,US,15881
246,247,6/26/2003,Specialist,20,U.S. Army,Non-hostile,illness - breathing difficulties,Camden Yards,Urbana,Illinois,US,15882
247,248,6/26/2003,Hospitalman,22,U.S. Navy,Non-hostile,weapon discharge,Karbala,Kingman,Arizona,US,15882
248,246,6/26/2003,Specialist,32,U.S. Army National Guard,Hostile,hostile fire - ambush,Najaf ,Toa Alta,Puerto Rico,US,15882
249,249,6/27/2003,Corporal,20,U.S. Army,Hostile,hostile fire - RPG attack,Baghdad,Houston,Texas,US,15883
250,250,6/28/2003,Sergeant,22,U.S. Army,Hostile,hostile fire - bomb,Baghdad,Enterprise,Alabama,US,15884
251,251,7/1/2003,1st Sergeant,51,U.S. Army Reserve,Hostile,vehicle accident,Baghdad,Bethlehem,Pennsylvania,US,15887
252,252,7/2/2003,Corporal,21,U.S. Marine,Non-hostile,ordnance accident,Karbala,Multnomah County,Oregon,US,15888
253,254,7/3/2003,Private 1st Class,20,U.S. Army,Hostile,hostile fire - small arms fire,Baghdad,Shakopee,Minnesota,US,15889
254,253,7/3/2003,Private 1st Class,20,U.S. Army,Non-hostile,weapon discharge (suicide),Baghdad,East Berlin,Pennsylvania,US,15889
255,255,7/4/2003,Master Sergeant,35,U.S. Army,Non-hostile,suicide,Walter Reed Medical Ctr.,Conroe,Texas,US,15890
256,257,7/6/2003,Sergeant,30,U.S. Army,Hostile,hostile fire - ambush,Baghdad,Kannapolis,North Carolina,US,15892
257,256,7/6/2003,Specialist,22,U.S. Army National Guard,Hostile,hostile fire - small arms fire,Baghdad,Gainesville,Florida,US,15892
258,258,7/7/2003,Sergeant,21,U.S. Army,Hostile,hostile fire - bomb,Baghdad,Batesville,Indiana,US,15893
259,259,7/7/2003,Staff Sergeant,46,U.S. Army,Non-hostile,weapon discharge,Balad,Aurora,Colorado,US,15893
260,261,7/8/2003,Private,23,U.S. Army,Non-hostile,illness - heatstroke,Homburg,Kokomo,Indiana,US,15894
261,260,7/8/2003,Sergeant 1st Class,38,U.S. Army National Guard,Non-hostile,illness - heart attack,Kuwait,Elkhart,Indiana,US,15894
262,265,7/9/2003,Sergeant 1st Class,39,U.S. Army Reserve,Hostile,hostile fire - RPG attack,Ba  qubah,Spooner,Wisconsin,US,15895
263,262,7/9/2003,Sergeant,54,U.S. Army National Guard,Hostile,hostile fire - sniper fire,Baghdad,Bon Aqua,Tennessee,US,15895
264,264,7/9/2003,Sergeant,26,U.S. Army,Non-hostile,weapon discharge,Balad,Eagle Pass,Texas,US,15895
265,263,7/9/2003,Lance Corporal,20,U.S. Marine,Non-hostile,vehicle accident,Not reported,Moreno Valley,California,US,15895
266,266,7/11/2003,Specialist,20,U.S. Army,Non-hostile,weapon discharge,Ba  qubah,Colleyville,Texas,US,15897
267,267,7/12/2003,Specialist,20,U.S. Army Reserve,Non-hostile,illness - pneumonia?,Homburg,Montreal,Missouri,US,15898
268,268,7/13/2003,Captain,36,U.S. Army Reserve,Non-hostile,accident,Al Hillah,Laingsburg,Michigan,US,15899
269,269,7/13/2003,Sergeant,36,U.S. Army,Non-hostile,vehicle accident,Diwaniyah,Pocono Summit,Pennsylvania,US,15899
270,270,7/14/2003,Sergeant,27,U.S. Army,Hostile,hostile fire - RPG attack,Baghdad,Soperton,Georgia,US,15900
271,271,7/15/2003,Lance Corporal,18,U.S. Marine,Non-hostile,accidental fall,Al Hillah,Santee,California,US,15901
272,272,7/16/2003,Specialist,29,U.S. Army Reserve,Hostile,hostile fire - RPG attack,Baghdad,Caguas,Puerto Rico,US,15902
273,273,7/17/2003,Petty Officer 3rd Class,26,U.S. Navy,Non-hostile,weapon discharge (accid.),Al Hamishiyah,Gering,Nebraska,US,15903
274,274,7/17/2003,Sergeant,30,U.S. Army,Non-hostile,not reported,Baghdad,Anchorage,Alaska,US,15903
275,276,7/18/2003,Captain,43,British Army,Non-hostile,illness - sudden collapse,Az Zubayr,Not reported,Not reported,UK,15904
276,275,7/18/2003,Specialist,20,U.S. Army,Hostile,hostile fire - IED attack,Fallujah,Independence,Missouri,US,15904
277,277,7/19/2003,2nd Lieutenant,25,U.S. Army,Hostile,"hostile fire - small arms fire, rpg",Baghdad,Katy,Texas,US,15905
278,280,7/20/2003,Sergeant 1st Class,29,U.S. Army National Guard,Non-hostile,vehicle accident,Baghdad,Phenix City,Alabama,US,15906
279,281,7/20/2003,Master Sergeant,51,U.S. Air Force,Non-hostile,unspecified cause,Doha,Union,Ohio,US,15906
280,279,7/20/2003,Sergeant,23,U.S. Army,Hostile,hostile fire - RPG attack,Tall Afar,Townsend,Massachusetts,US,15906
281,278,7/20/2003,Sergeant,24,U.S. Army,Hostile,hostile fire - RPG attack,Tall Afar,Elba,Alabama,US,15906
282,282,7/21/2003,Corporal,25,U.S. Army Reserve,Hostile,hostile fire - IED attack,Baghdad,Watha,North Carolina,US,15907
283,283,7/22/2003,Specialist,30,U.S. Army National Guard,Hostile,hostile fire - RPG attack,Ramadi,Dickinson,North Dakota,US,15908
284,285,7/23/2003,Captain,29,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Mountville,South Carolina,US,15909
285,284,7/23/2003,Sergeant,27,U.S. Army,Hostile,hostile fire - RPG attack,Mosul,North Royalton,Ohio,US,15909
286,288,7/24/2003,Sergeant,31,U.S. Army,Non-hostile,vehicle accident,Baghdad,Manati,Puerto Rico,US,15910
287,289,7/24/2003,Private 1st Class,22,U.S. Army,Hostile,hostile fire - ambush,Mosul,Bay Shore,New York,US,15910
288,287,7/24/2003,Staff Sergeant,40,U.S. Army,Hostile,hostile fire - ambush,Mosul,Corpus Christi,Texas,US,15910
289,286,7/24/2003,Corporal,24,U.S. Army,Hostile,hostile fire - ambush,Mosul,West Hills,California,US,15910
290,292,7/26/2003,Specialist,24,U.S. Army,Hostile,hostile fire - grenade,Ba  qubah,Norwalk,Connecticut,US,15912
291,291,7/26/2003,Sergeant,22,U.S. Army,Hostile,hostile fire - grenade,Ba  qubah,Belton,Texas,US,15912
292,290,7/26/2003,Specialist,21,U.S. Army,Hostile,hostile fire - grenade,Ba  qubah,Anderson,Missouri,US,15912
293,293,7/26/2003,Private 1st Class,19,U.S. Army Reserve,Hostile,hostile fire - RPG attack,Baghdad,Camden,Arkansas,US,15912
294,294,7/27/2003,Sergeant,29,U.S. Army National Guard,Hostile,hostile fire - RPG attack,Al Haswah,Canandaigua,New York,US,15913
295,296,7/28/2003,Sergeant,29,U.S. Army,Non-hostile,vehicle accident,An Nasiriyah,Valdosta,Georgia,US,15914
296,295,7/28/2003,Specialist,35,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Yardley,Pennsylvania,US,15914
297,297,7/30/2003,Captain,24,U.S. Army,Hostile,hostile fire,Belaruz,Cheyenne,Wyoming,US,15916
298,298,7/31/2003,Private,21,U.S. Army,Hostile,hostile fire - bomb,Baghdad,Dubuque,Iowa,US,15917
299,299,7/31/2003,Specialist,22,U.S. Army,Non-hostile,weapon discharge (accid.),Baghdad,Raleigh,North Carolina,US,15917
300,300,8/1/2003,Specialist,20,U.S. Army,Hostile,hostile fire - RPG attack,Shumayt,Arlington,Washington,US,15918
301,302,8/5/2003,Specialist,20,U.S. Army,Non-hostile,accidental fall,Mosul,Pago Pago,American Samoa,US,15922
302,301,8/5/2003,Staff Sergeant,44,U.S. Army National Guard,Non-hostile,illness - heart attack,Not reported,Jackson,Tennessee,US,15922
303,306,8/6/2003,Staff Sergeant,35,U.S. Army,Hostile,hostile fire - ambush,Baghdad,Freeport,Minnesota,US,15923
304,303,8/6/2003,Private,20,U.S. Army,Hostile,hostile fire - ambush,Baghdad,Brattleboro,Vermont,US,15923
305,304,8/6/2003,Specialist,20,U.S. Army,Non-hostile,illness - acute leukemia,Homburg,Bellville,Texas,US,15923
306,305,8/6/2003,Sergeant,33,U.S. Army,Non-hostile,illness - seizure,Mosul,New Bern,North Carolina,US,15923
307,307,8/7/2003,Private 1st Class,19,U.S. Army,Non-hostile,weapon discharge (accid.),Baghdad,Tacoma,Washington,US,15924
308,308,8/8/2003,Private,20,U.S. Army,Non-hostile,illness - heat related?,Kirkuk,East Alton,Illinois,US,15925
309,309,8/8/2003,Private 1st Class,21,U.S. Army National Guard,Hostile,vehicle accident,Tall Afar,Calumet City,Illinois,US,15925
310,311,8/9/2003,Specialist,21,U.S. Army,Non-hostile,illness - died in sleep,Baghdad,Tickfaw,Louisiana,US,15926
311,310,8/9/2003,Sergeant,55,U.S. Army National Guard,Non-hostile,illness - heat related,Diwaniyah,Olla,Louisiana,US,15926
312,312,8/10/2003,Staff Sergeant,36,U.S. Army National Guard,Hostile,hostile fire - IED attack,Ba  qubah,Bakersfield,California,US,15927
313,316,8/12/2003,Private 1st Class,18,U.S. Army,Non-hostile,vehicle accident,Mosul,Lake Elsinore,California,US,15929
314,313,8/12/2003,Sergeant,29,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,New Orleans,Louisiana,US,15929
315,314,8/12/2003,Staff Sergeant,37,U.S. Army Reserve,Non-hostile,illness - heat related?,Ramadi,Guilford,Connecticut,US,15929
316,315,8/12/2003,Private 1st Class,21,U.S. Army,Hostile,hostile fire - IED attack,Taji,Conway,Pennsylvania,US,15929
317,318,8/13/2003,Sergeant,29,U.S. Army,Hostile,hostile fire - bomb,Ad Dawr,Lawton,Oklahoma,US,15930
318,317,8/13/2003,Private,32,British Territorial Army,Non-hostile,illness - heat related,Southern Iraq,Hawick,Scotland,UK,15930
319,319,8/14/2003,Captain,29,British Army,Hostile,hostile fire - bomb,Basra,Louth,England,UK,15931
320,320,8/14/2003,Private 1st Class,31,U.S. Army National Guard,Non-hostile,illness - heatstroke,Ramadi,Anamosa,Iowa,US,15931
321,322,8/17/2003,Overcorporal 1st Class,34,Danish Army,Hostile,friendly fire,Al Madinah,Vra,Denmark,DK,15934
322,321,8/17/2003,Specialist,26,U.S. Army,Non-hostile,illness - heat related,Homberg,Port Matilda,Pennsylvania,US,15934
323,323,8/18/2003,Sergeant,23,U.S. Army Reserve,Hostile,hostile fire - bomb,Baghdad,Uniontown,Pennsylvania,US,15935
324,326,8/20/2003,Staff Sergeant,38,U.S. Army National Guard,Hostile,hostile fire - IED attack,Baghdad,Mineral Bluff,Georgia,US,15937
325,325,8/20/2003,Captain,56,Spanish Navy,Hostile,hostile fire - truck bomb,Baghdad,Madrid,Spain,SP,15937
326,324,8/20/2003,Sergeant,23,U.S. Army Reserve,Hostile,vehicle accident,Scania,Charlotte,Tennessee,US,15937
327,328,8/21/2003,Lieutenant,31,U.S. Naval Reserve,Hostile,hostile fire - small arms fire,Al Hillah,Aptos,California,US,15938
328,327,8/21/2003,Private 1st Class,20,U.S. Army,Non-hostile,building fire,Baghdad,Spartanburg,South Carolina,US,15938
329,333,8/23/2003,Specialist,21,U.S. Army,Non-hostile,weapon discharge,Baghdad,Lawton,Oklahoma,US,15940
330,332,8/23/2003,Corporal,35,British Territorial Army,Hostile,hostile fire,Basra,Bridgend,Wales,UK,15940
331,331,8/23/2003,Warrant Officer,34,British Army,Hostile,hostile fire,Basra,Crawleyside,England,UK,15940
332,330,8/23/2003,Major,32,British Army,Hostile,hostile fire,Basra,Southport,England,UK,15940
333,329,8/23/2003,Private 1st Class,19,U.S. Army,Non-hostile,drowning,Ramadi,Orangeburg,South Carolina,US,15940
334,335,8/25/2003,Private 1st Class,19,U.S. Army,Non-hostile,weapon discharge,Baghdad,Heber,California,US,15942
335,334,8/25/2003,Specialist,22,U.S. Army,Non-hostile,vehicle accident,Balad,Mitchell,Indiana,US,15942
336,336,8/26/2003,Specialist,21,U.S. Army National Guard,Hostile,hostile fire - IED attack,Hamamiyat,Washington,District of Columbia,US,15943
337,337,8/27/2003,Fusilier,26,British Territorial Army,Hostile,hostile fire,Ali As Sharqi,Govan,Scotland,UK,15944
338,340,8/27/2003,Lieutenant Colonel,43,U.S. Army Reserve,Non-hostile,illness,Arifjan,Pottstown,Pennsylvania,US,15944
339,339,8/27/2003,Sergeant,24,U.S. Army Reserve,Hostile,hostile fire - IED attack,Baghdad,Narragansett,Rhode Island,US,15944
340,338,8/27/2003,Specialist,34,U.S. Army,Hostile,hostile fire - IED attack,Fallujah,Pittsburgh,Pennsylvania,US,15944
341,341,8/29/2003,Staff Sergeant,41,U.S. Army Reserve,Hostile,hostile fire - RPG attack,As Suaydat,Hayden,Colorado,US,15946
342,342,8/30/2003,Sergeant,28,U.S. Army,Non-hostile,drowning,Tikrit,Tucson,Arizona,US,15947
343,345,9/1/2003,Sergeant,38,U.S. Army National Guard,Hostile,hostile fire - IED attack,Baghdad,North Providence,Rhode Island,US,15949
344,344,9/1/2003,Staff Sergeant,40,U.S. Army National Guard,Hostile,hostile fire - IED attack,Baghdad,New Bedford,Massachusetts,US,15949
345,343,9/1/2003,Staff Sergeant,43,U.S. Army Reserve,Non-hostile,vehicle accident,Kuwait,Waipahu,Hawaii,US,15949
346,346,9/2/2003,Private 1st Class,20,U.S. Army,Non-hostile,helicopter crash,Baghdad,Oak Park,Illinois,US,15950
347,347,9/4/2003,Technical Sergeant,32,U.S. Air Force,Non-hostile,vehicle accident,Al Udeid,Coatopa,Alabama,US,15952
348,348,9/7/2003,Sergeant,27,U.S. Army Reserve,Non-hostile,vehicle accident,Walter Reed Medical Ctr.,Dover,Delaware,US,15955
349,349,9/9/2003,Specialist,25,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Macomb,Illinois,US,15957
350,350,9/10/2003,Staff Sergeant,31,U.S. Army,Non-hostile,ordnance accident,Baghdad,Elizaville,New York,US,15958
351,351,9/11/2003,Sergeant,32,U.S. Army,Non-hostile,vehicle accident,Balad,Austin,Texas,US,15959
352,353,9/12/2003,Master Sergeant,33,U.S. Army,Hostile,hostile fire,Ramadi,Little Rock,Arkansas,US,15960
353,352,9/12/2003,Sergeant 1st Class,35,U.S. Army,Hostile,hostile fire,Ramadi,Seymour,Tennessee,US,15960
354,354,9/14/2003,Sergeant,22,U.S. Army,Hostile,hostile fire - IED attack,Fallujah,Canton,Michigan,US,15962
355,355,9/15/2003,Staff Sergeant,31,U.S. Army,Hostile,hostile fire - RPG attack,Baghdad,North Creek,New York,US,15963
356,356,9/15/2003,Specialist,27,U.S. Army,Non-hostile,suicide,Tall Afar,Flagstaff,Arizona,US,15963
357,357,9/16/2003,Sergeant,47,U.S. Army National Guard,Non-hostile,illness,"Augusta, GA",Warrenton,Georgia,US,15964
358,359,9/18/2003,Captain,28,U.S. Army,Non-hostile,electrocution,Ad Dujayl,Philadelphia,Pennsylvania,US,15966
359,361,9/18/2003,Specialist,20,U.S. Army,Hostile,hostile fire - ambush,Al Ouja,Ganado,Texas,US,15966
360,360,9/18/2003,Sergeant,26,U.S. Army,Hostile,hostile fire - ambush,Al Ouja,Orangeburg,South Carolina,US,15966
361,358,9/18/2003,Specialist,27,U.S. Army,Hostile,hostile fire - ambush,Al Ouja,Morgan,Texas,US,15966
362,363,9/20/2003,Specialist,27,U.S. Army,Hostile,hostile fire - mortar attack,Baghdad,Creedmore,North Carolina,US,15968
363,362,9/20/2003,Sergeant,26,U.S. Army Reserve,Hostile,hostile fire - mortar attack,Baghdad,Hammond,New York,US,15968
364,364,9/20/2003,Staff Sergeant,27,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,Hagerstown,Indiana,US,15968
365,365,9/22/2003,Specialist,21,U.S. Army,Non-hostile,weapon discharge,Mosul,Rice Lake,Wisconsin,US,15970
366,366,9/23/2003,Sergeant,32,British Territorial Army,Non-hostile,weapon discharge,Basra,Leeds,England,UK,15971
367,367,9/24/2003,Specialist,28,U.S. Army National Guard,Non-hostile,vehicle accident,Balad,Bristol,Rhode Island,US,15972
368,369,9/25/2003,Specialist,23,U.S. Army,Hostile,hostile fire - RPG attack,Kirkuk,Topeka,Kansas,US,15973
369,370,9/25/2003,Sergeant 1st Class,43,U.S. Army National Guard,Non-hostile,vehicle accident,Shuabai Port,Nashua,New Hampshire,US,15973
370,368,9/25/2003,Captain,34,U.S. Army National Guard,Hostile,hostile fire - bomb,Tikrit,Casper,Wyoming,US,15973
371,373,9/29/2003,Sergeant,24,U.S. Army National Guard,Hostile,vehicle accident,Baghdad,Louisville,Kentucky,US,15977
372,372,9/29/2003,Sergeant,26,U.S. Army,Hostile,vehicle accident,Baghdad,Jim Thorpe,Pennsylvania,US,15977
373,371,9/29/2003,Staff Sergeant,30,U.S. Army,Hostile,hostile fire - IED attack,Habbaniyah,McConnellsburg,Pennsylvania,US,15977
374,374,9/30/2003,Senior Sergeant,23,Ukrainian Army,Non-hostile,vehicle accident,Al Kut,Chernigov Region,Ukraine,UKR,15978
375,375,9/30/2003,Specialist,20,U.S. Army,Non-hostile,weapon discharge,Balad,Derby,Kansas,US,15978
376,376,10/1/2003,Specialist,23,U.S. Army,Hostile,hostile fire - small arms fire,Baghdad,Essex,New Jersey,US,15979
377,377,10/1/2003,Private 1st Class,21,U.S. Army,Hostile,hostile fire - grenade,Samarra,Houston,Texas,US,15979
378,378,10/1/2003,Command Sergeant,40,U.S. Army,Hostile,hostile fire - IED attack,Tikrit,Alexandria,Virginia,US,15979
379,379,10/1/2003,Specialist,24,U.S. Army,Non-hostile,unspecified injury,Walter Reed Medical Ctr.,Quakertown,Pennsylvania,US,15979
380,380,10/3/2003,Private 1st Class,18,U.S. Army,Non-hostile,drowning,Baghdad,Miami,Florida,US,15981
381,381,10/3/2003,Specialist,27,U.S. Army,Hostile,hostile fire - grenade,Sadiyah,La Mesa,New Mexico,US,15981
382,383,10/6/2003,Specialist,20,U.S. Army,Hostile,hostile fire - IED attack,Al Haswah,Woodruff,Arizona,US,15984
383,382,10/6/2003,Private 1st Class,21,U.S. Army,Hostile,hostile fire - IED attack,Al Haswah,Mount Vernon,Washington,US,15984
384,384,10/6/2003,2nd Lieutenant,25,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Clarksville,Tennessee,US,15984
385,385,10/9/2003,Specialist,26,U.S. Army,Hostile,hostile fire - RPG attack,Ba  qubah,San Antonio,Texas,US,15987
386,388,10/9/2003,Sargento Primero (Sgt. 1st Class),34,Spanish CNI,Hostile,hostile fire,Baghdad,Madrid,Spain,SP,15987
387,387,10/9/2003,Private,23,U.S. Army,Hostile,hostile fire - ambush,Baghdad,Roseville,California,US,15987
388,386,10/9/2003,Staff Sergeant,26,U.S. Army,Hostile,hostile fire - ambush,Baghdad,Lincoln,Nebraska,US,15987
389,389,10/12/2003,Specialist,26,U.S. Army,Hostile,hostile fire - mine,Bayji,Radcliff,Kentucky,US,15990
390,394,10/13/2003,Private,19,U.S. Army,Non-hostile,drowning,Al Anbar Province,Valdosta,Georgia,US,15991
391,393,10/13/2003,Specialist,28,U.S. Army,Non-hostile,vehicle accident,Baghdad,Pittsburgh,Pennsylvania,US,15991
392,390,10/13/2003,Private 1st Class,23,U.S. Army,Non-hostile,vehicle accident,Baghdad,El Monte,California,US,15991
393,391,10/13/2003,Private 1st Class,19,U.S. Army,Hostile,hostile fire - IED attack,Jalibah,Kilgore,Texas,US,15991
394,392,10/13/2003,Specialist,22,U.S. Army,Hostile,hostile fire - RPG attack,Tikrit,Concord,Michigan,US,15991
395,397,10/16/2003,Corporal,24,U.S. Army,Hostile,hostile fire - small arms fire,Karbala,San Bernardino,California,US,15994
396,396,10/16/2003,Staff Sergeant,28,U.S. Army,Hostile,hostile fire - small arms fire,Karbala,Wakefield,Massachusetts,US,15994
397,395,10/16/2003,Lieutenant Colonel,43,U.S. Army,Hostile,hostile fire - small arms fire,Karbala, ,Tennessee,US,15994
398,398,10/17/2003,Specialist,46,U.S. Army National Guard,Hostile,hostile fire - IED attack,Baghdad,Buffalo,New York,US,15995
399,400,10/18/2003,1st Lieutenant,24,U.S. Army,Hostile,hostile fire - ambush,Kirkuk,Phoenixville,Pennsylvania,US,15996
400,399,10/18/2003,Private 1st Class,20,U.S. Army,Hostile,hostile fire - ambush,Kirkuk,Bedford,Massachusetts,US,15996
401,401,10/20/2003,Staff Sergeant,29,U.S. Army,Hostile,hostile fire - ambush,Fallujah,Calumet,Michigan,US,15998
402,402,10/21/2003,Private 1st Class,19,U.S. Army National Guard,Non-hostile,maintenance accident,Balad,Daphne,Alabama,US,15999
403,404,10/22/2003,Specialist,24,U.S. Army,Non-hostile,illness,Baghdad,Houston,Texas,US,16000
404,403,10/22/2003,Private,25,U.S. Army,Non-hostile,illness,Baghdad,Tulsa,Oklahoma,US,16000
405,405,10/23/2003,Captain,31,U.S. Army,Hostile,hostile fire - IED attack,Ba  qubah,Mechanicsville,Virginia,US,16001
